RunId,ProductArea,Product,Component,BusinessWorkflow,PageObject,Description,LogType,ExecutionDate,ExecutionTime,Remarks,AdditionalDetails,FailureId,ModuleName,ApplicationName,FailureType,ReasonForFailure,AnalysisDetails,ManualTestCaseId,UseCaseType,UseCaseDevice,ApplicationType,CustomReportType,PageLoadTimeout
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Successfuly launched the URL 'https://www.fedex.com/apps/printonline/'  ; Launching the url,PASS,2018/09/17,15:52:20,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,waiting for page load,INFO,2018/09/17,15:52:20,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,checkout_specialityFeature,checkout_specialityFeature,com.fedex.PageObject.HomePage.launch_url,Successfuly launched the URL 'https://www.fedex.com/apps/printonline/'  ; launching the URL,PASS,2018/09/17,15:52:25,,,,,CHROME,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Clicked on 'Register link' ; CLicking on register link,PASS,2018/09/17,15:52:55,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,waiting for registration page,INFO,2018/09/17,15:52:55,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Clicked on 'New registration' ; Clicking on registration link,PASS,2018/09/17,15:52:55,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'John' enterd successfuly into 'First name text box' ; Entering first name,PASS,2018/09/17,15:52:57,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'bradman' enterd successfuly into 'Last name text box' ; Entring value into last name,PASS,2018/09/17,15:52:57,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'testing@gmail.com' enterd successfuly into 'Email id' ; Enter email id,PASS,2018/09/17,15:52:57,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'Tsting5046@gmail.com' enterd successfuly into 'User id text box' ; enter user id,PASS,2018/09/17,15:52:57,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'Fedex@123' enterd successfuly into 'Password text box' ; Enter password,PASS,2018/09/17,15:52:57,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
636510,FedEX,FedEX,Checkout_singleSheetSize,Checkout_singleSheetSize,com.fedex.PageObject.Registration.fedEx_Registration,Text 'Fedex@123' enterd successfuly into 'Confirm password text box' ; Enter confirm password,PASS,2018/09/17,15:52:58,,,,,FIREFOX,,,,,Desktop,WINDOWS 7,web,,
